scope,config,mode,instruments,eligible,positive_net,positive_gross,positive_common,median_cagr,median_drawdown,median_full_return,thin_samples,exhausted,trades,channel_exits,initial_exits,trailing_exits
Bonds,channel-e200-x20-i2-t3,short,17,17,8,9,8,-2.3285810269668694e-05,-0.061535746359220767,-0.00022910496708006267,6,0,95,95,0,0
Bonds,channel-e200-x55-i2-t3,both,17,17,14,14,14,0.01100477287845858,-0.10955123969515523,0.11370652706772644,2,0,175,175,0,0
Bonds,channel-e200-x55-i2-t3,long,17,17,15,16,15,0.01489024562857888,-0.07546175174352832,0.10083394496876674,5,0,103,103,0,0
Bonds,channel-e200-x55-i2-t3,short,17,17,5,7,5,-0.0014293169258661198,-0.10013065050844994,-0.01397572447408768,8,0,73,73,0,0
Bonds,channel_initial-e10-x10-i2-t3,both,17,17,7,12,7,-0.004916020182562986,-0.1758426862722382,-0.05963163070043043,1,0,1514,910,604,0
Bonds,channel_initial-e10-x10-i2-t3,long,17,17,12,15,12,0.007654663361393199,-0.0865916704210763,0.0947670313525022,1,0,887,584,303,0
Bonds,channel_initial-e10-x10-i2-t3,short,17,17,2,5,2,-0.008729433622884253,-0.17440415427756528,-0.09895644973399687,1,0,879,468,411,0
Bonds,channel_initial-e10-x10-i3-t3,both,17,17,7,12,7,-0.0045235024914284105,-0.1489883588002755,-0.06641691143490391,1,0,1363,1182,181,0
Bonds,channel_initial-e10-x10-i3-t3,long,17,17,13,16,14,0.009099029906085798,-0.08695200128731073,0.10636997493254086,1,0,837,733,104,0
Bonds,channel_initial-e10-x10-i3-t3,short,17,17,2,4,2,-0.00827813275224254,-0.16476915395016578,-0.12078163629144734,1,0,829,686,143,0
Bonds,channel_initial-e10-x20-i2-t3,both,17,17,11,16,11,0.005613736977168049,-0.12347003717148675,0.0691334473599472,1,0,1050,450,600,0
Bonds,channel_initial-e10-x20-i2-t3,long,17,17,15,16,15,0.013958027503275794,-0.10783942915643496,0.1603298076472992,1,0,628,333,295,0
Bonds,channel_initial-e10-x20-i2-t3,short,17,17,1,4,1,-0.01243160276102151,-0.16629395249595247,-0.1289445339530102,1,0,761,274,487,0
Bonds,channel_initial-e10-x20-i3-t3,both,17,17,13,16,12,0.00497138939425712,-0.12687154864492467,0.037436092595613646,1,0,856,546,310,0
Bonds,channel_initial-e10-x20-i3-t3,long,17,17,16,16,16,0.012025101794698179,-0.11413140445467251,0.1400302866567269,2,0,567,413,154,0
Bonds,channel_initial-e10-x20-i3-t3,short,17,17,0,3,0,-0.011494717697295376,-0.18514196637544666,-0.12116387532686057,1,0,681,424,257,0
Bonds,channel_initial-e10-x55-i2-t3,both,17,17,10,15,12,0.005846482908388406,-0.17652317163677267,0.04672622637977186,2,0,641,182,459,0
Bonds,channel_initial-e10-x55-i2-t3,long,17,17,16,17,16,0.013198521017698805,-0.11891746578905693,0.13140835957542274,2,0,379,137,242,0
Bonds,channel_initial-e10-x55-i2-t3,short,17,17,0,3,0,-0.013364869578156746,-0.20214225520464502,-0.13283942165836493,1,0,612,126,486,0
Bonds,channel_initial-e10-x55-i3-t3,both,17,17,14,16,13,0.0074100501462111,-0.1681664674334622,0.0560320108957042,2,0,460,206,254,0
Bonds,channel_initial-e10-x55-i3-t3,long,17,17,16,17,17,0.013408695940254178,-0.1386956904739306,0.1541394187529399,2,0,317,159,158,0
Bonds,channel_initial-e10-x55-i3-t3,short,17,17,0,2,0,-0.01232174995962021,-0.19998856539847465,-0.11915713203980127,1,0,491,232,259,0
Bonds,channel_initial-e20-x10-i2-t3,both,17,17,7,12,7,-0.0061756258613715476,-0.15080599121809368,-0.06052211495411086,1,0,1265,752,513,0
Bonds,channel_initial-e20-x10-i2-t3,long,17,17,9,15,9,0.00024275735887568928,-0.08392181892367423,0.020173386991419573,1,0,710,462,248,0
Bonds,channel_initial-e20-x10-i2-t3,short,17,17,2,6,2,-0.0048042278758279044,-0.12069623418453235,-0.0673021982566202,2,0,586,304,282,0
Bonds,channel_initial-e20-x10-i3-t3,both,17,17,7,12,6,-0.0033399535700819882,-0.14558916596023785,-0.06930476131152097,1,0,1176,1006,170,0
Bonds,channel_initial-e20-x10-i3-t3,long,17,17,11,16,10,0.002083119127258115,-0.08251095823267274,0.04509904890722716,1,0,663,587,76,0
Bonds,channel_initial-e20-x10-i3-t3,short,17,17,1,6,1,-0.0046179027676888085,-0.12580483332933912,-0.06769719211848091,2,0,553,445,108,0
Bonds,channel_initial-e20-x20-i2-t3,both,17,17,8,13,8,-0.0015197192319550412,-0.14492260651305822,-0.0002801013395327123,1,0,964,393,571,0
Bonds,channel_initial-e20-x20-i2-t3,long,17,17,14,16,14,0.00600126128939249,-0.09252927139148281,0.08599695297878851,2,0,529,268,261,0
Bonds,channel_initial-e20-x20-i2-t3,short,17,17,2,5,1,-0.005514677088965914,-0.12849750263001058,-0.08075081821392416,2,0,519,165,354,0
Bonds,channel_initial-e20-x20-i3-t3,both,17,17,10,14,11,0.0048876207181454134,-0.12587734550607033,0.03281882581187512,1,0,817,512,305,0
Bonds,channel_initial-e20-x20-i3-t3,long,17,17,16,16,16,0.008083106872748713,-0.08680758590543725,0.09210896261386714,2,0,463,330,133,0
Bonds,channel_initial-e20-x20-i3-t3,short,17,17,1,4,2,-0.008604522570508255,-0.1353753244409983,-0.08609112974023558,2,0,469,254,215,0
Bonds,channel_initial-e20-x55-i2-t3,both,17,17,9,13,10,0.0020458916730992094,-0.18166750884788274,0.012290567614938519,2,0,600,180,420,0
Bonds,channel_initial-e20-x55-i2-t3,long,17,17,16,16,16,0.012040598174862138,-0.11208552442086628,0.1375412639815785,2,0,356,127,229,0
Bonds,channel_initial-e20-x55-i2-t3,short,17,17,1,3,1,-0.007370074767844903,-0.15222074850371636,-0.08199738768748976,2,0,433,90,343,0
Bonds,channel_initial-e20-x55-i3-t3,both,17,17,10,16,11,0.005586584850935106,-0.16387583456798904,0.028371568892452625,2,0,452,203,249,0
Bonds,channel_initial-e20-x55-i3-t3,long,17,17,16,17,16,0.013312769101329058,-0.11838615718860701,0.15484844099418305,2,0,275,143,132,0
Bonds,channel_initial-e20-x55-i3-t3,short,17,17,0,3,0,-0.00919160214711301,-0.17754427694263752,-0.08784975345416024,2,0,371,122,249,0
Bonds,channel_initial-e55-x10-i2-t3,both,17,17,10,12,10,0.0033154470085929866,-0.11836581462574869,0.02484863735893028,1,0,795,472,323,0
Bonds,channel_initial-e55-x10-i2-t3,long,17,17,12,12,11,0.004272432139116766,-0.05980078948788725,0.04238290485493046,1,0,477,316,161,0
Bonds,channel_initial-e55-x10-i2-t3,short,17,17,5,10,5,-0.0023475494524435314,-0.09265734951174076,-0.0135234878514493,2,0,319,156,163,0
Bonds,channel_initial-e55-x10-i3-t3,both,17,17,10,13,10,0.006143381499285505,-0.1124865243307197,0.04765071789042663,1,0,736,608,128,0
Bonds,channel_initial-e55-x10-i3-t3,long,17,17,12,13,12,0.007075193539967328,-0.054225551844982345,0.06775939038683254,1,0,446,396,50,0
Bonds,channel_initial-e55-x10-i3-t3,short,17,17,5,10,5,-0.00026315495693085555,-0.11327912518822059,-0.015426642775054789,2,0,292,213,79,0
Bonds,channel_initial-e55-x20-i2-t3,both,17,17,13,14,13,0.007676809114984806,-0.11575126353812659,0.09021219282499549,1,0,650,286,364,0
Bonds,channel_initial-e55-x20-i2-t3,long,17,17,14,16,14,0.005485941422815888,-0.07484380559074566,0.0664828196406606,2,0,369,184,185,0
Bonds,channel_initial-e55-x20-i2-t3,short,17,17,4,10,4,-0.0006356478058815451,-0.08894296100874877,-0.014477028788885238,2,0,285,102,183,0
Bonds,channel_initial-e55-x20-i3-t3,both,17,17,13,13,13,0.009015692678407516,-0.11041340924324072,0.1090925270212455,1,0,560,351,209,0
Bonds,channel_initial-e55-x20-i3-t3,long,17,17,14,15,14,0.010700389134738808,-0.07387674757625251,0.12439712852292373,2,0,314,221,93,0
Bonds,channel_initial-e55-x20-i3-t3,short,17,17,4,9,4,-0.0004739912196264351,-0.11137879462537581,-0.0046542367498337844,2,0,251,131,120,0
Bonds,channel_initial-e55-x55-i2-t3,both,17,17,10,14,11,0.004396295564494723,-0.16824883927968626,0.05785485253163536,2,0,471,158,313,0
Bonds,channel_initial-e55-x55-i2-t3,long,17,17,14,16,14,0.0070967572307441,-0.08289279913386949,0.10237833436479105,3,0,270,103,167,0
Bonds,channel_initial-e55-x55-i2-t3,short,17,17,1,5,1,-0.005673209746430707,-0.12590787604875642,-0.05946526705365318,2,0,256,60,196,0
Bonds,channel_initial-e55-x55-i3-t3,both,17,17,12,15,11,0.007260170182045389,-0.17474376789120827,0.07574110058875738,2,0,377,187,190,0
Bonds,channel_initial-e55-x55-i3-t3,long,17,17,15,15,15,0.011974744839846396,-0.08898065519764486,0.127354511848208,3,0,205,126,79,0
Bonds,channel_initial-e55-x55-i3-t3,short,17,17,2,4,2,-0.007233689766634188,-0.15579812407209592,-0.06894507545472028,2,0,212,72,140,0
Bonds,channel_initial-e200-x10-i2-t3,both,17,17,15,16,15,0.009228489259704764,-0.062150059229280186,0.09460150385383082,1,0,399,260,139,0
Bonds,channel_initial-e200-x10-i2-t3,long,17,17,15,15,15,0.008370481356032133,-0.04152040622101694,0.08547899464735598,2,0,266,186,80,0
Bonds,channel_initial-e200-x10-i2-t3,short,17,17,8,10,8,-2.3285810269668694e-05,-0.057091924378901204,-0.00022910496708006267,3,0,133,74,59,0
Bonds,channel_initial-e200-x10-i3-t3,both,17,17,14,15,14,0.009094446059511263,-0.07485567250895642,0.09317180608575626,1,0,380,317,63,0
Bonds,channel_initial-e200-x10-i3-t3,long,17,17,15,15,15,0.008085804989130363,-0.046269703269985585,0.08152592894297839,2,0,256,221,35,0
Bonds,channel_initial-e200-x10-i3-t3,short,17,17,7,9,7,-0.00012648977289686503,-0.060607877865900495,-0.0012439429710817684,4,0,124,96,28,0
Bonds,channel_initial-e200-x20-i2-t3,both,17,17,16,16,16,0.012265742445959793,-0.06486171978623878,0.12745028055230834,1,0,308,162,146,0
Bonds,channel_initial-e200-x20-i2-t3,long,17,17,16,16,16,0.011703039364951318,-0.04721199501870332,0.10751646602786558,2,0,194,108,86,0
Bonds,channel_initial-e200-x20-i2-t3,short,17,17,9,10,9,0.0005636404313085208,-0.05600352854007051,0.005559966388803295,5,0,114,54,60,0
Bonds,channel_initial-e200-x20-i3-t3,both,17,17,15,16,15,0.012211630724341171,-0.06826533903836252,0.12685738328287832,1,0,280,194,86,0
Bonds,channel_initial-e200-x20-i3-t3,long,17,17,16,16,16,0.012224784966071933,-0.04788384374614241,0.10261633933289138,2,0,176,124,52,0
Bonds,channel_initial-e200-x20-i3-t3,short,17,17,8,9,8,-2.3285810269668694e-05,-0.0645440279664421,-0.00022910496708006267,6,0,104,70,34,0
Bonds,channel_initial-e200-x55-i2-t3,both,17,17,15,16,15,0.012996787205970417,-0.09858169417047491,0.133333367076246,2,0,228,84,144,0
Bonds,channel_initial-e200-x55-i2-t3,long,17,17,16,16,16,0.013792530965005989,-0.06884727161842119,0.11185802367333664,3,0,132,61,71,0
Bonds,channel_initial-e200-x55-i2-t3,short,17,17,6,8,6,-0.0012190914806325948,-0.07509243162333512,-0.011931229373534191,8,0,97,23,74,0
Bonds,channel_initial-e200-x55-i3-t3,both,17,17,15,15,15,0.011313123369697253,-0.10827999806461186,0.11705337187030973,2,0,202,98,104,0
Bonds,channel_initial-e200-x55-i3-t3,long,17,17,15,16,15,0.015189792234109323,-0.059262116146388544,0.1266426469899724,4,0,117,66,51,0
Bonds,channel_initial-e200-x55-i3-t3,short,17,17,5,8,5,-0.0007285091393502974,-0.0849424508461808,-0.007145372220242252,8,0,86,32,54,0
Bonds,initial_trailing-e10-x20-i2-t3,both,17,17,5,12,5,-0.007491616071156226,-0.19671616721056007,-0.07574037614537377,0,0,1874,0,599,1275
Bonds,initial_trailing-e10-x20-i2-t3,long,17,17,12,14,11,0.004864672182132823,-0.08724341994008711,0.04348011988817868,1,0,991,0,264,727
Bonds,initial_trailing-e10-x20-i2-t3,short,17,17,2,5,2,-0.01118108782907834,-0.1666425760658794,-0.12380835668704926,1,0,965,0,352,613
Bonds,initial_trailing-e10-x20-i2-t4,both,17,17,12,14,12,0.006544027221817794,-0.15051905355813655,0.08437225170175,0,0,1325,0,602,723
Bonds,initial_trailing-e10-x20-i2-t4,long,17,17,14,15,14,0.015323051800770982,-0.07922614545652962,0.18059859557312796,1,0,736,0,297,439
Bonds,initial_trailing-e10-x20-i2-t4,short,17,17,2,5,2,-0.007616852796587414,-0.17746065154461188,-0.12342229541021188,1,0,828,0,418,410
Bonds,initial_trailing-e10-x20-i3-t3,both,17,17,5,12,5,-0.010045706487880501,-0.18619234284971942,-0.06714040916061936,0,0,1774,0,28,1746
Bonds,initial_trailing-e10-x20-i3-t3,long,17,17,14,15,14,0.004489948525304932,-0.07988128215753554,0.04394947906566271,1,0,947,0,11,936
Bonds,initial_trailing-e10-x20-i3-t3,short,17,17,2,3,2,-0.009774474758834084,-0.1802239279820459,-0.10920909737642615,1,0,925,0,17,908
Bonds,initial_trailing-e10-x20-i3-t4,both,17,17,12,14,12,0.0037081787088077967,-0.1505683503606341,0.03707877820884553,0,0,1147,0,241,906
Bonds,initial_trailing-e10-x20-i3-t4,long,17,17,14,16,14,0.013830800880600291,-0.09760736050431984,0.15213835407413168,1,0,665,0,115,550
Bonds,initial_trailing-e10-x20-i3-t4,short,17,17,2,3,2,-0.00980758712871832,-0.1965504757954495,-0.1374103557367352,1,0,754,0,195,559
Bonds,initial_trailing-e20-x20-i2-t3,both,17,17,6,12,6,-0.0076539562099816605,-0.15769911479300203,-0.09537371090606828,0,0,1439,0,459,980
Bonds,initial_trailing-e20-x20-i2-t3,long,17,17,9,14,8,-0.00036499847537574404,-0.0948109507005428,0.039255155968862976,1,0,791,0,227,564
Bonds,initial_trailing-e20-x20-i2-t3,short,17,17,2,3,2,-0.008168272380037145,-0.1427363026324524,-0.07980230437337799,1,0,655,0,233,422
Bonds,initial_trailing-e20-x20-i2-t4,both,17,17,8,14,10,0.002300603272814561,-0.1226038847383123,-0.004763462613931346,1,0,1131,0,522,609
Bonds,initial_trailing-e20-x20-i2-t4,long,17,17,14,15,14,0.009956468389881845,-0.08380322576533661,0.11506777882586383,1,0,610,0,265,345
Bonds,initial_trailing-e20-x20-i2-t4,short,17,17,2,2,2,-0.006292110478120283,-0.12747868306165622,-0.08349397028478756,1,0,561,0,286,275
Bonds,initial_trailing-e20-x20-i3-t3,both,17,17,6,11,6,-0.011214056789244808,-0.16233668008862912,-0.10639887560417938,0,0,1381,0,27,1354
Bonds,initial_trailing-e20-x20-i3-t3,long,17,17,10,14,9,0.0014482323469677816,-0.0893438661814604,0.04372062169141411,1,0,752,0,8,744
Bonds,initial_trailing-e20-x20-i3-t3,short,17,17,2,2,2,-0.010222853756772343,-0.14765774756038408,-0.10244509742289265,1,0,636,0,19,617
Bonds,initial_trailing-e20-x20-i3-t4,both,17,17,10,16,12,0.003380334332410584,-0.13950076398667666,0.032224278389784144,0,0,1010,0,220,790
Bonds,initial_trailing-e20-x20-i3-t4,long,17,17,14,16,15,0.011063325533318569,-0.08266790266338686,0.11911184910536154,1,0,541,0,101,440
Bonds,initial_trailing-e20-x20-i3-t4,short,17,17,2,2,2,-0.007097542075201302,-0.13382814276880328,-0.08981892783017953,1,0,518,0,140,378
Bonds,initial_trailing-e55-x20-i2-t3,both,17,17,8,11,8,-0.0034351897914002283,-0.12385992002088042,-0.0466517289042242,0,0,910,0,290,620
Bonds,initial_trailing-e55-x20-i2-t3,long,17,17,11,15,11,0.004697512603792919,-0.06056294839843768,0.03272343499997832,1,0,542,0,161,381
Bonds,initial_trailing-e55-x20-i2-t3,short,17,17,3,7,3,-0.0055746723360429185,-0.1018041725252754,-0.046575354205453556,2,0,368,0,129,239
Bonds,initial_trailing-e55-x20-i2-t4,both,17,17,10,14,10,0.007214775616295688,-0.08450242859169788,0.06929271440246465,1,0,744,0,342,402
Bonds,initial_trailing-e55-x20-i2-t4,long,17,17,12,15,12,0.010426961838757132,-0.06388512173602767,0.10332512350847511,1,0,428,0,181,247
Bonds,initial_trailing-e55-x20-i2-t4,short,17,17,3,10,3,-0.0015677943893214197,-0.08456685084810467,-0.025386699966449155,2,0,316,0,161,155
Bonds,initial_trailing-e55-x20-i3-t3,both,17,17,9,11,9,0.0012161871618314724,-0.12223792349586116,0.0074403406117262705,0,0,870,0,26,844
Bonds,initial_trailing-e55-x20-i3-t3,long,17,17,11,13,11,0.005905333901680798,-0.05124365002353104,0.055227758950257666,1,0,522,0,9,513
Bonds,initial_trailing-e55-x20-i3-t3,short,17,17,1,6,1,-0.003775880624002248,-0.11717728076932532,-0.051156897314546534,2,0,348,0,17,331
Bonds,initial_trailing-e55-x20-i3-t4,both,17,17,10,15,11,0.009471256906346426,-0.10514957958521043,0.09916486120700063,0,0,655,0,134,521
Bonds,initial_trailing-e55-x20-i3-t4,long,17,17,14,16,15,0.011377131121344863,-0.060675172993272075,0.11862955795133301,1,0,369,0,63,306
Bonds,initial_trailing-e55-x20-i3-t4,short,17,17,1,9,3,-0.0019439874252097367,-0.1030337412352399,-0.018964991836995626,2,0,286,0,70,216
Bonds,initial_trailing-e200-x20-i2-t3,both,17,17,16,17,16,0.00728796372396201,-0.05955470514383521,0.06523501745873661,0,0,478,0,123,355
Bonds,initial_trailing-e200-x20-i2-t3,long,17,17,16,17,16,0.006774689700311587,-0.031756622681222924,0.06869367896839451,1,0,317,0,79,238
Bonds,initial_trailing-e200-x20-i2-t3,short,17,17,6,12,6,-0.00032938146040784044,-0.045842961627857504,-0.0032363450610064515,3,0,161,0,44,117
Bonds,initial_trailing-e200-x20-i2-t4,both,17,17,17,17,17,0.012010171626456678,-0.049770746536492494,0.12465247590592488,1,0,369,0,142,227
Bonds,initial_trailing-e200-x20-i2-t4,long,17,17,17,17,17,0.010746334337660812,-0.032367382647768284,0.11090837022935185,1,0,237,0,84,153
Bonds,initial_trailing-e200-x20-i2-t4,short,17,17,8,12,8,-4.9852184356491414e-05,-0.05508493584980578,-0.0004904292326313175,4,0,132,0,58,74
Bonds,initial_trailing-e200-x20-i3-t3,both,17,17,14,16,14,0.006252389740455833,-0.06443457823005216,0.06325074370933947,1,0,467,0,10,457
Bonds,initial_trailing-e200-x20-i3-t3,long,17,17,16,17,16,0.006939602047193016,-0.033147900470213876,0.07041743746403761,1,0,310,0,6,304
Bonds,initial_trailing-e200-x20-i3-t3,short,17,17,5,13,5,-0.00061708303948671,-0.052885199652986103,-0.006055461314772748,3,0,157,0,4,153
Bonds,initial_trailing-e200-x20-i3-t4,both,17,17,17,17,17,0.010820679887947993,-0.05979795523841047,0.1117126739711598,1,0,341,0,55,286
Bonds,initial_trailing-e200-x20-i3-t4,long,17,17,17,17,17,0.01270781995360215,-0.033030445305762934,0.11369416073054017,1,0,217,0,36,181
Bonds,initial_trailing-e200-x20-i3-t4,short,17,17,9,11,9,9.06983065267486e-05,-0.06103889554793007,0.0008928142890303192,5,0,124,0,19,105
Bonds,all-e10-x10-i2-t3,both,17,17,5,13,5,-0.006665474900011126,-0.18220253326684976,-0.0879209387323352,0,0,1943,318,574,1051
Bonds,all-e10-x10-i2-t3,long,17,17,11,15,11,0.006199514265125883,-0.08297705783390374,0.05821904963315361,1,0,1035,201,258,576
Bonds,all-e10-x10-i2-t3,short,17,17,2,4,2,-0.010355086346372055,-0.1775437062187596,-0.12384297513280562,1,0,987,138,331,518
Bonds,all-e10-x10-i2-t4,both,17,17,6,13,8,-0.0005680947087685073,-0.13580115615152377,-0.025477391923261483,0,0,1646,710,607,329
Bonds,all-e10-x10-i2-t4,long,17,17,12,15,14,0.009931081770296668,-0.08431268865429953,0.11325420553166121,1,0,935,469,300,166
Bonds,all-e10-x10-i2-t4,short,17,17,2,7,3,-0.004772556476438483,-0.1569331508883216,-0.09011194010203816,1,0,908,329,387,192
Bonds,all-e10-x10-i3-t3,both,17,17,5,13,5,-0.006874150464257545,-0.20053977291972347,-0.08402451308765524,0,0,1859,425,21,1413
Bonds,all-e10-x10-i3-t3,long,17,17,13,15,13,0.0048932648119128785,-0.08029531260706868,0.06426330836371164,1,0,998,239,7,752
Bonds,all-e10-x10-i3-t3,short,17,17,2,3,2,-0.009918838558461984,-0.16789783897160404,-0.12467759534115463,1,0,953,210,14,729
Bonds,all-e10-x10-i3-t4,both,17,17,8,12,8,-0.0002611037755253509,-0.14380797024882475,-0.026575337876446392,0,0,1507,938,159,410
Bonds,all-e10-x10-i3-t4,long,17,17,13,15,14,0.008769472863730199,-0.08566713816363725,0.08479012951128562,1,0,885,587,85,213
Bonds,all-e10-x10-i3-t4,short,17,17,2,6,2,-0.005681977438571906,-0.16392773679283112,-0.087905871402577,1,0,862,508,115,239
Bonds,all-e10-x20-i2-t3,both,17,17,5,12,5,-0.00851188779749723,-0.1967161672105595,-0.07713547895520678,0,0,1879,26,591,1262
Bonds,all-e10-x20-i2-t3,long,17,17,11,14,10,0.004864672182132823,-0.08724341994008711,0.04348011988817868,1,0,995,13,262,720
Bonds,all-e10-x20-i2-t3,short,17,17,2,4,2,-0.011108025525165433,-0.18421148514369512,-0.12294524819423858,1,0,969,23,342,604
Bonds,all-e10-x20-i2-t4,both,17,17,11,14,10,0.003375443275437373,-0.14867094159991134,0.03947286860621535,0,0,1384,128,615,641
Bonds,all-e10-x20-i2-t4,long,17,17,14,15,14,0.013177967699971704,-0.08348359573140418,0.16814555803048647,1,0,772,87,298,387
Bonds,all-e10-x20-i2-t4,short,17,17,2,4,2,-0.007543527136846806,-0.17686242873767144,-0.12312681882369503,1,0,843,81,406,356
Bonds,all-e10-x20-i3-t3,both,17,17,5,12,5,-0.009328519643987065,-0.19521552957465083,-0.06195896852133864,0,0,1785,51,23,1711
Bonds,all-e10-x20-i3-t3,long,17,17,13,15,13,0.004284846827025124,-0.08938711141602873,0.041853923982141605,1,0,954,23,9,922
Bonds,all-e10-x20-i3-t3,short,17,17,2,2,2,-0.008783641106217432,-0.17896924997671038,-0.11069818876424509,1,0,929,43,14,872
Bonds,all-e10-x20-i3-t4,both,17,17,9,13,10,0.0029007762857891084,-0.14993829351133658,0.014426046616857313,0,0,1213,176,231,806
Bonds,all-e10-x20-i3-t4,long,17,17,14,15,14,0.011514016315679942,-0.10017947771077196,0.12587071388274662,1,0,709,117,108,484
Bonds,all-e10-x20-i3-t4,short,17,17,2,4,2,-0.009317321916534338,-0.17613217306000595,-0.13503323453768734,1,0,778,149,161,468
Bonds,all-e10-x55-i2-t3,both,17,17,5,12,5,-0.007491616071156004,-0.1967161672105584,-0.09800093933716147,0,0,1866,6,599,1261
Bonds,all-e10-x55-i2-t3,long,17,17,10,14,11,0.004864672182132823,-0.08724341994008777,0.03860197498574447,1,0,988,2,268,718
Bonds,all-e10-x55-i2-t3,short,17,17,2,4,2,-0.0111080255251651,-0.184211485143698,-0.12380835668704926,1,0,959,10,343,606
Bonds,all-e10-x55-i2-t4,both,17,17,12,14,12,0.006544027221817572,-0.150519053558136,0.047974626814803356,0,0,1326,4,608,714
Bonds,all-e10-x55-i2-t4,long,17,17,14,15,14,0.01532305180077076,-0.07922614545652928,0.1423133287020899,1,0,738,2,303,433
Bonds,all-e10-x55-i2-t4,short,17,17,2,4,2,-0.007543527136846917,-0.17686242873767244,-0.11210527641946899,1,0,822,16,406,400
Bonds,all-e10-x55-i3-t3,both,17,17,5,12,5,-0.010045706487880501,-0.18619234284972042,-0.1026618721953595,0,0,1763,14,24,1725
Bonds,all-e10-x55-i3-t3,long,17,17,12,15,13,0.004489948525304932,-0.08938711141602906,0.04077324557195339,1,0,945,5,10,930
Bonds,all-e10-x55-i3-t3,short,17,17,2,2,2,-0.009774474758834084,-0.17999875410587418,-0.11069818876424509,1,0,918,21,13,884
Bonds,all-e10-x55-i3-t4,both,17,17,10,14,12,0.0037081787088082407,-0.15056835036063565,0.024626833322779706,0,0,1137,13,233,891
Bonds,all-e10-x55-i3-t4,long,17,17,14,16,14,0.013047916134671711,-0.10373194754687687,0.13351591344768887,1,0,665,10,113,542
Bonds,all-e10-x55-i3-t4,short,17,17,2,3,2,-0.009317321916534116,-0.18801440259438362,-0.12290548028516024,1,0,751,57,166,528
Bonds,all-e20-x10-i2-t3,both,17,17,7,11,6,-0.009310896512438105,-0.15343522570271417,-0.104667853800269,0,0,1483,231,439,813
Bonds,all-e20-x10-i2-t3,long,17,17,9,14,9,0.003644091816110473,-0.09481095070054313,0.009788777593913167,1,0,824,157,221,446
Bonds,all-e20-x10-i2-t3,short,17,17,2,6,2,-0.008145176282175148,-0.1427363026324524,-0.08416283637865785,1,0,663,74,219,370
Bonds,all-e20-x10-i2-t4,both,17,17,7,12,8,-0.005050823369852853,-0.14586585203388402,-0.08235595192093681,1,0,1339,563,494,282
Bonds,all-e20-x10-i2-t4,long,17,17,11,15,11,0.00349195026375293,-0.07933168072456076,0.040012766063256544,1,0,749,357,246,146
Bonds,all-e20-x10-i2-t4,short,17,17,2,6,3,-0.006772095465482297,-0.12502307212167774,-0.08985210992675241,1,0,602,207,256,139
Bonds,all-e20-x10-i3-t3,both,17,17,6,11,6,-0.009457568180415765,-0.14848327993095023,-0.09162485023971423,0,0,1432,314,21,1097
Bonds,all-e20-x10-i3-t3,long,17,17,10,15,10,0.003959637265876559,-0.0894730271854779,0.019844038810825415,1,0,790,194,5,591
Bonds,all-e20-x10-i3-t3,short,17,17,2,5,2,-0.009768469620665132,-0.13589318228605407,-0.10929993686143857,1,0,646,119,16,511
Bonds,all-e20-x10-i3-t4,both,17,17,7,12,6,-0.004156423193268255,-0.1364080503985896,-0.04742117156727366,0,0,1260,768,139,353
Bonds,all-e20-x10-i3-t4,long,17,17,13,16,13,0.004883430917424825,-0.07859660137179747,0.05773030180016403,1,0,704,465,66,173
Bonds,all-e20-x10-i3-t4,short,17,17,2,6,1,-0.006967658917144459,-0.1178273301845989,-0.08107410157870332,1,0,572,309,80,183
Bonds,all-e20-x20-i2-t3,both,17,17,6,12,6,-0.0076539562099816605,-0.16172827103418297,-0.09537371090606828,0,0,1443,11,459,973
Bonds,all-e20-x20-i2-t3,long,17,17,9,14,9,2.3646549184741517e-05,-0.0948109507005428,0.039255155968862976,1,0,794,8,227,559
Bonds,all-e20-x20-i2-t3,short,17,17,2,3,2,-0.008168272380037145,-0.1427363026324524,-0.07980230437337799,1,0,656,5,233,418
Bonds,all-e20-x20-i2-t4,both,17,17,9,12,9,0.0014363265801125014,-0.13045406897635115,0.01526939461665,1,0,1181,97,537,547
Bonds,all-e20-x20-i2-t4,long,17,17,13,15,13,0.0079317228873379,-0.09064482256329542,0.08630654561647488,1,0,639,60,269,310
Bonds,all-e20-x20-i2-t4,short,17,17,2,4,2,-0.0057604346915033355,-0.13082536705992587,-0.08025222024058787,1,0,570,40,283,247
Bonds,all-e20-x20-i3-t3,both,17,17,6,11,6,-0.01128021872217333,-0.1610595888511337,-0.10118789526384575,0,0,1388,25,24,1339
Bonds,all-e20-x20-i3-t3,long,17,17,10,15,9,0.0002865559197990919,-0.08934386618146051,0.04372062169141411,1,0,758,16,7,735
Bonds,all-e20-x20-i3-t3,short,17,17,2,3,2,-0.010222853756772343,-0.14914095562080543,-0.10169482739948166,1,0,637,10,17,610
Bonds,all-e20-x20-i3-t4,both,17,17,10,12,11,0.0014331361070056836,-0.14348749046983755,0.030363812941561985,0,0,1062,150,206,706
Bonds,all-e20-x20-i3-t4,long,17,17,14,16,15,0.009311986839953379,-0.0915369762511089,0.10349833519915097,1,0,575,90,97,388
Bonds,all-e20-x20-i3-t4,short,17,17,2,3,2,-0.007981610866818811,-0.13136271901643504,-0.09197324787110484,1,0,528,70,124,334
