scope,config,mode,instruments,eligible,positive_net,positive_gross,positive_common,median_cagr,median_drawdown,median_full_return,thin_samples,exhausted,trades,channel_exits,initial_exits,trailing_exits
Watchlist ETFs & crypto,channel-e55-x20-i2-t3,both,21,21,9,10,11,0.007050324369782146,-0.46355588109751,-0.18963191928699585,0,0,767,767,0,0
Watchlist ETFs & crypto,channel-e55-x20-i2-t3,long,21,21,16,18,18,0.04090039339208351,-0.25167063199609674,0.3075802370227121,0,0,482,482,0,0
Watchlist ETFs & crypto,channel-e55-x20-i2-t3,short,21,21,1,1,1,-0.04590911375304174,-0.46024863028375995,-0.3702524785943522,0,0,293,293,0,0
Watchlist ETFs & crypto,channel-e55-x55-i2-t3,both,21,21,12,12,12,0.0029460709837867416,-0.5178959248898141,0.03743222010901315,0,0,407,407,0,0
Watchlist ETFs & crypto,channel-e55-x55-i2-t3,long,21,21,18,18,18,0.07902761470481123,-0.30247363432012686,0.9623360782444836,0,0,236,236,0,0
Watchlist ETFs & crypto,channel-e55-x55-i2-t3,short,21,21,1,1,1,-0.06289129793599069,-0.5811042955370291,-0.4933933371308903,0,0,230,230,0,0
Watchlist ETFs & crypto,channel-e200-x10-i2-t3,both,21,21,9,13,9,-0.0036490034107380387,-0.3261229563498599,-0.035331985978678815,0,0,584,584,0,0
Watchlist ETFs & crypto,channel-e200-x10-i2-t3,long,21,21,16,16,16,0.019790537812642173,-0.16243368919977108,0.21268114642308555,0,0,461,461,0,0
Watchlist ETFs & crypto,channel-e200-x10-i2-t3,short,21,21,1,2,1,-0.018343034714192297,-0.3106944502683494,-0.16585477034313068,2,0,123,123,0,0
Watchlist ETFs & crypto,channel-e200-x20-i2-t3,both,21,21,12,12,12,0.010285330650941171,-0.3261158974137218,0.06747498865133994,0,0,432,432,0,0
Watchlist ETFs & crypto,channel-e200-x20-i2-t3,long,21,21,17,19,17,0.02495715828651468,-0.23588077862745083,0.20913321508151927,0,0,326,326,0,0
Watchlist ETFs & crypto,channel-e200-x20-i2-t3,short,21,21,2,2,2,-0.019151901081603917,-0.29018100388525403,-0.1562121339054784,9,0,106,106,0,0
Watchlist ETFs & crypto,channel-e200-x55-i2-t3,both,21,21,12,14,12,0.008213546621878676,-0.3896233417540963,0.08381784216291699,0,0,247,247,0,0
Watchlist ETFs & crypto,channel-e200-x55-i2-t3,long,21,21,17,17,17,0.05182714992936033,-0.25934415404378497,0.5401804622628019,0,0,162,162,0,0
Watchlist ETFs & crypto,channel-e200-x55-i2-t3,short,21,21,1,1,1,-0.03839350821333254,-0.40614960325137994,-0.3197053164357835,14,0,85,85,0,0
Watchlist ETFs & crypto,channel_initial-e10-x10-i2-t3,both,21,21,5,12,4,-0.029087337558136306,-0.4887584646938449,-0.3228840667707227,0,0,2186,1306,880,0
Watchlist ETFs & crypto,channel_initial-e10-x10-i2-t3,long,21,21,20,21,20,0.04855097368223049,-0.2889372773907317,0.5394317456595157,0,0,1252,839,413,0
Watchlist ETFs & crypto,channel_initial-e10-x10-i2-t3,short,21,21,0,0,0,-0.08395877086412029,-0.6173403966453117,-0.5983950845790253,0,0,1241,652,589,0
Watchlist ETFs & crypto,channel_initial-e10-x10-i3-t3,both,21,21,3,7,3,-0.02905672238720225,-0.4936363614884597,-0.32401868931238587,0,0,1994,1639,355,0
Watchlist ETFs & crypto,channel_initial-e10-x10-i3-t3,long,21,21,20,21,19,0.04314628086491856,-0.2924183272945502,0.5101928869246319,0,0,1179,1014,165,0
Watchlist ETFs & crypto,channel_initial-e10-x10-i3-t3,short,21,21,0,0,0,-0.0889004864833699,-0.6319450347855686,-0.6257740115458785,0,0,1170,962,208,0
Watchlist ETFs & crypto,channel_initial-e10-x20-i2-t3,both,21,21,9,10,10,-0.009947227118982438,-0.505483127477139,-0.182789727340262,0,0,1518,707,811,0
Watchlist ETFs & crypto,channel_initial-e10-x20-i2-t3,long,21,21,20,21,19,0.04863569999132422,-0.27397056447443024,0.47209601340309937,0,0,944,519,425,0
Watchlist ETFs & crypto,channel_initial-e10-x20-i2-t3,short,21,21,0,0,0,-0.08138173224242085,-0.6264775081053935,-0.6049689148904651,0,0,1074,396,678,0
Watchlist ETFs & crypto,channel_initial-e10-x20-i3-t3,both,21,21,10,13,10,-0.004804040912852803,-0.5307434947035811,-0.0056501948645704125,0,0,1264,861,403,0
Watchlist ETFs & crypto,channel_initial-e10-x20-i3-t3,long,21,21,20,21,20,0.0503376158256259,-0.3124146075386779,0.7690324487038307,0,0,838,608,230,0
Watchlist ETFs & crypto,channel_initial-e10-x20-i3-t3,short,21,21,0,0,0,-0.08888467378645282,-0.6281495368682473,-0.6201430550439673,0,0,962,624,338,0
Watchlist ETFs & crypto,channel_initial-e10-x55-i2-t3,both,21,21,13,15,15,0.03505137567945127,-0.47477533425191354,0.22301088926648238,0,0,786,243,543,0
Watchlist ETFs & crypto,channel_initial-e10-x55-i2-t3,long,21,21,19,20,21,0.09355632068408859,-0.3433161919902784,1.1782356197002382,0,0,487,190,297,0
Watchlist ETFs & crypto,channel_initial-e10-x55-i2-t3,short,21,21,0,0,0,-0.0961323853956273,-0.6500338969125042,-0.6517377241068608,0,0,917,167,750,0
Watchlist ETFs & crypto,channel_initial-e10-x55-i3-t3,both,21,21,13,16,12,0.022154131349971573,-0.5183196283891671,0.037543481994730676,0,0,635,265,370,0
Watchlist ETFs & crypto,channel_initial-e10-x55-i3-t3,long,21,21,20,20,20,0.08971360672773865,-0.3802056863112312,1.2947281039092968,0,0,406,220,186,0
Watchlist ETFs & crypto,channel_initial-e10-x55-i3-t3,short,21,21,0,0,0,-0.10132297709589422,-0.6799804079280245,-0.688965878054317,0,0,758,314,444,0
Watchlist ETFs & crypto,channel_initial-e20-x10-i2-t3,both,21,21,6,10,6,-0.016424359985129366,-0.46724950447120017,-0.20169336411402006,0,0,1793,1073,720,0
Watchlist ETFs & crypto,channel_initial-e20-x10-i2-t3,long,21,21,18,20,19,0.039519242938532706,-0.2482450672946458,0.36018496615200113,0,0,988,686,302,0
Watchlist ETFs & crypto,channel_initial-e20-x10-i2-t3,short,21,21,0,0,0,-0.06816735840481447,-0.5527210303275178,-0.5386187068800933,0,0,853,409,444,0
Watchlist ETFs & crypto,channel_initial-e20-x10-i3-t3,both,21,21,3,7,3,-0.03008387295361359,-0.45791041193515236,-0.27975564305577305,0,0,1693,1400,293,0
Watchlist ETFs & crypto,channel_initial-e20-x10-i3-t3,long,21,21,20,21,19,0.05184383957633454,-0.23572546671927042,0.45820807236168637,0,0,933,822,111,0
Watchlist ETFs & crypto,channel_initial-e20-x10-i3-t3,short,21,21,0,0,0,-0.07711986888521682,-0.5758874930438342,-0.5659162414133327,0,0,813,626,187,0
Watchlist ETFs & crypto,channel_initial-e20-x20-i2-t3,both,21,21,11,12,10,-0.0005071159230015665,-0.47441580407240946,0.03069986775386413,0,0,1351,620,731,0
Watchlist ETFs & crypto,channel_initial-e20-x20-i2-t3,long,21,21,20,21,20,0.05072630641996567,-0.2868374644204287,0.5283192739742943,0,0,759,432,327,0
Watchlist ETFs & crypto,channel_initial-e20-x20-i2-t3,short,21,21,0,1,0,-0.06376563800156465,-0.5062363366633484,-0.49144145633490643,0,0,749,245,504,0
Watchlist ETFs & crypto,channel_initial-e20-x20-i3-t3,both,21,21,8,11,9,-0.0059532378936701935,-0.5076835358102911,-0.08201723847217168,0,0,1188,790,398,0
Watchlist ETFs & crypto,channel_initial-e20-x20-i3-t3,long,21,21,20,21,20,0.04901523898625437,-0.2863153429417362,0.6898676056680779,0,0,674,515,159,0
Watchlist ETFs & crypto,channel_initial-e20-x20-i3-t3,short,21,21,0,0,0,-0.07815326962289881,-0.5843287472405773,-0.5557614965966147,0,0,683,390,293,0
Watchlist ETFs & crypto,channel_initial-e20-x55-i2-t3,both,21,21,13,13,14,0.04807749511618198,-0.42102799396598034,0.43418614600299343,0,0,756,225,531,0
Watchlist ETFs & crypto,channel_initial-e20-x55-i2-t3,long,21,21,19,19,19,0.10632661829034484,-0.32283797736019093,1.131318687189634,0,0,423,168,255,0
Watchlist ETFs & crypto,channel_initial-e20-x55-i2-t3,short,21,21,0,0,0,-0.08420739341749128,-0.6058342553082934,-0.593994625205526,0,0,673,111,562,0
Watchlist ETFs & crypto,channel_initial-e20-x55-i3-t3,both,21,21,13,13,14,0.03343530103748216,-0.4991232402041018,0.29036077606767896,0,0,609,258,351,0
Watchlist ETFs & crypto,channel_initial-e20-x55-i3-t3,long,21,21,21,21,21,0.10159916754223564,-0.3504463061152998,1.3344787420640158,0,0,348,186,162,0
Watchlist ETFs & crypto,channel_initial-e20-x55-i3-t3,short,21,21,0,0,0,-0.09505069952665735,-0.6569304620906206,-0.6337621452617903,0,0,583,162,421,0
Watchlist ETFs & crypto,channel_initial-e55-x10-i2-t3,both,21,21,6,10,7,-0.01610002503742114,-0.41678454471038806,-0.20673835860685963,0,0,1108,670,438,0
Watchlist ETFs & crypto,channel_initial-e55-x10-i2-t3,long,21,21,17,18,17,0.027315820276053504,-0.2131756952914352,0.21664309256094705,0,0,721,488,233,0
Watchlist ETFs & crypto,channel_initial-e55-x10-i2-t3,short,21,21,1,1,1,-0.04320738806602242,-0.4153903796136169,-0.36142993531999634,0,0,387,182,205,0
Watchlist ETFs & crypto,channel_initial-e55-x10-i3-t3,both,21,21,4,10,7,-0.006358787646973729,-0.42188387651878423,-0.1458531007854439,0,0,1043,868,175,0
Watchlist ETFs & crypto,channel_initial-e55-x10-i3-t3,long,21,21,17,18,18,0.03155040154180133,-0.21673827405768809,0.2905292353480631,0,0,674,594,80,0
Watchlist ETFs & crypto,channel_initial-e55-x10-i3-t3,short,21,21,1,1,1,-0.043512420843272004,-0.4499689638069496,-0.35045243688800143,0,0,369,274,95,0
Watchlist ETFs & crypto,channel_initial-e55-x20-i2-t3,both,21,21,10,11,9,-0.0039593723899561395,-0.429027413721646,-0.08883358381470374,0,0,920,435,485,0
Watchlist ETFs & crypto,channel_initial-e55-x20-i2-t3,long,21,21,17,18,18,0.02362440097949481,-0.2524192177843879,0.17869967715153923,0,0,578,321,257,0
Watchlist ETFs & crypto,channel_initial-e55-x20-i2-t3,short,21,21,1,3,1,-0.04311924812356982,-0.41923371746954685,-0.3217862645545517,0,0,349,113,236,0
Watchlist ETFs & crypto,channel_initial-e55-x20-i3-t3,both,21,21,10,10,11,0.004031716600642499,-0.4220201259888965,-0.12615031272328892,0,0,814,555,259,0
Watchlist ETFs & crypto,channel_initial-e55-x20-i3-t3,long,21,21,16,18,17,0.029677883599604105,-0.2540151920686493,0.2447365881975314,0,0,508,383,125,0
Watchlist ETFs & crypto,channel_initial-e55-x20-i3-t3,short,21,21,1,3,1,-0.043363798752783955,-0.44038759175721487,-0.3550587103649042,0,0,311,173,138,0
Watchlist ETFs & crypto,channel_initial-e55-x55-i2-t3,both,21,21,12,15,16,0.016406943705381316,-0.3948005942042241,0.1520504059345562,0,0,616,189,427,0
Watchlist ETFs & crypto,channel_initial-e55-x55-i2-t3,long,21,21,19,20,19,0.06836710682695202,-0.26627675941597573,0.8070625285569131,0,0,339,140,199,0
Watchlist ETFs & crypto,channel_initial-e55-x55-i2-t3,short,21,21,0,0,0,-0.051188527980638554,-0.47512194686073406,-0.3758403865340648,0,0,326,51,275,0
Watchlist ETFs & crypto,channel_initial-e55-x55-i3-t3,both,21,21,12,14,13,0.014439053987427064,-0.46397567226888614,0.07192613507572942,0,0,535,223,312,0
Watchlist ETFs & crypto,channel_initial-e55-x55-i3-t3,long,21,21,18,18,18,0.0752470690702296,-0.2800618006916936,0.9649877869671815,0,0,286,158,128,0
Watchlist ETFs & crypto,channel_initial-e55-x55-i3-t3,short,21,21,0,0,0,-0.05648162681563251,-0.5237276759572143,-0.42456402239315816,0,0,281,73,208,0
Watchlist ETFs & crypto,channel_initial-e200-x10-i2-t3,both,21,21,9,12,9,-0.0034851531517891,-0.31026852186988485,-0.03376985951317035,0,0,645,400,245,0
Watchlist ETFs & crypto,channel_initial-e200-x10-i2-t3,long,21,21,14,16,14,0.018616259024880843,-0.1764217613476745,0.19901061487360638,0,0,509,329,180,0
Watchlist ETFs & crypto,channel_initial-e200-x10-i2-t3,short,21,21,2,3,2,-0.0183847266560061,-0.2964343894553918,-0.15213414121135516,1,0,136,71,65,0
Watchlist ETFs & crypto,channel_initial-e200-x10-i3-t3,both,21,21,8,13,8,-0.003210174787135256,-0.32468397286906747,-0.031143144727736938,0,0,593,505,88,0
Watchlist ETFs & crypto,channel_initial-e200-x10-i3-t3,long,21,21,15,16,15,0.02087009528525341,-0.15760950349242087,0.22537233142304913,0,0,467,402,65,0
Watchlist ETFs & crypto,channel_initial-e200-x10-i3-t3,short,21,21,2,3,2,-0.018032649668099143,-0.29818452511846516,-0.16394229970084184,2,0,126,103,23,0
Watchlist ETFs & crypto,channel_initial-e200-x20-i2-t3,both,21,21,10,12,10,-0.0008467135830115824,-0.33152445473708614,-0.00830041153081984,0,0,526,247,279,0
Watchlist ETFs & crypto,channel_initial-e200-x20-i2-t3,long,21,21,15,19,15,0.014449270582953533,-0.21038922902064605,0.1516101001280381,0,0,401,205,196,0
Watchlist ETFs & crypto,channel_initial-e200-x20-i2-t3,short,21,21,2,3,2,-0.018073520919104413,-0.29714716054970036,-0.16428464556743694,4,0,125,42,83,0
Watchlist ETFs & crypto,channel_initial-e200-x20-i3-t3,both,21,21,11,12,11,0.002186286914273472,-0.3156687340680706,0.021721777998071623,0,0,458,305,153,0
Watchlist ETFs & crypto,channel_initial-e200-x20-i3-t3,long,21,21,17,17,17,0.020632233600365923,-0.2220397330124465,0.19238994978680246,0,0,347,239,108,0
Watchlist ETFs & crypto,channel_initial-e200-x20-i3-t3,short,21,21,2,2,2,-0.01718861053752674,-0.2708243228449372,-0.1568442321450344,8,0,111,66,45,0
Watchlist ETFs & crypto,channel_initial-e200-x55-i2-t3,both,21,21,15,15,15,0.010751867210808674,-0.3223649096553478,0.11096820934040563,0,0,350,113,237,0
Watchlist ETFs & crypto,channel_initial-e200-x55-i2-t3,long,21,21,18,18,18,0.04128085429296835,-0.23383541674502129,0.48598109165663783,0,0,234,90,144,0
Watchlist ETFs & crypto,channel_initial-e200-x55-i2-t3,short,21,21,3,3,3,-0.024370324123155096,-0.31592731080480174,-0.21554835454847387,6,0,117,23,94,0
Watchlist ETFs & crypto,channel_initial-e200-x55-i3-t3,both,21,21,12,13,12,0.012914567618149242,-0.36196435956512774,0.1345812581907908,0,0,304,130,174,0
Watchlist ETFs & crypto,channel_initial-e200-x55-i3-t3,long,21,21,17,17,17,0.03770698936876049,-0.26076923915370764,0.43937123587984583,0,0,204,100,104,0
Watchlist ETFs & crypto,channel_initial-e200-x55-i3-t3,short,21,21,2,2,2,-0.02910503650216545,-0.3342448458099505,-0.25221451753082724,10,0,101,31,70,0
Watchlist ETFs & crypto,initial_trailing-e10-x20-i2-t3,both,21,21,4,10,4,-0.04186275758902991,-0.4954710063353769,-0.36479872982637285,0,0,2582,0,806,1776
Watchlist ETFs & crypto,initial_trailing-e10-x20-i2-t3,long,21,21,18,21,17,0.039484521221134106,-0.2802240297423988,0.520944328809126,0,0,1367,0,381,986
Watchlist ETFs & crypto,initial_trailing-e10-x20-i2-t3,short,21,21,0,0,0,-0.06653060421903456,-0.5316864381684385,-0.527305487669483,0,0,1322,0,438,884
Watchlist ETFs & crypto,initial_trailing-e10-x20-i2-t4,both,21,21,5,11,5,-0.02686905676139295,-0.5036486202041603,-0.23924628969791206,0,0,1968,0,920,1048
Watchlist ETFs & crypto,initial_trailing-e10-x20-i2-t4,long,21,21,19,21,19,0.05120705230057587,-0.26807024104031874,0.654090251483104,0,0,1086,0,421,665
Watchlist ETFs & crypto,initial_trailing-e10-x20-i2-t4,short,21,21,0,0,0,-0.07955846313945591,-0.6159256644038764,-0.5978714337959867,0,0,1165,0,628,537
Watchlist ETFs & crypto,initial_trailing-e10-x20-i3-t3,both,21,21,5,8,5,-0.03889009561410173,-0.47757392469894966,-0.32238896112096915,0,0,2445,0,27,2418
Watchlist ETFs & crypto,initial_trailing-e10-x20-i3-t3,long,21,21,18,20,18,0.044870759630413204,-0.29327332840055065,0.4852925562245263,0,0,1306,0,8,1298
Watchlist ETFs & crypto,initial_trailing-e10-x20-i3-t3,short,21,21,0,0,0,-0.06985387979481017,-0.5609023905872752,-0.5357696904434089,0,0,1278,0,15,1263
Watchlist ETFs & crypto,initial_trailing-e10-x20-i3-t4,both,21,21,5,10,7,-0.028604026321240594,-0.5128764241714487,-0.2094498557333755,0,0,1708,0,375,1333
Watchlist ETFs & crypto,initial_trailing-e10-x20-i3-t4,long,21,21,18,20,18,0.056626882351509256,-0.286002488325255,0.7110972323811133,0,0,977,0,185,792
Watchlist ETFs & crypto,initial_trailing-e10-x20-i3-t4,short,21,21,0,0,0,-0.08868618108282089,-0.6336931512706716,-0.6047297419082718,0,0,1057,0,261,796
Watchlist ETFs & crypto,initial_trailing-e20-x20-i2-t3,both,21,21,5,7,7,-0.040480940389780895,-0.5061716161049394,-0.3215649524841273,0,0,1982,0,572,1410
Watchlist ETFs & crypto,initial_trailing-e20-x20-i2-t3,long,21,21,18,21,17,0.03354267402001754,-0.21708391610233158,0.4144502994910251,0,0,1085,0,262,823
Watchlist ETFs & crypto,initial_trailing-e20-x20-i2-t3,short,21,21,0,1,0,-0.06107028234557588,-0.4973446056738279,-0.48752367541668606,0,0,898,0,309,589
Watchlist ETFs & crypto,initial_trailing-e20-x20-i2-t4,both,21,21,5,11,7,-0.01852270673544798,-0.4687562485195067,-0.19947707333629494,0,0,1652,0,768,884
Watchlist ETFs & crypto,initial_trailing-e20-x20-i2-t4,long,21,21,19,21,19,0.05107091932434593,-0.24650688387004616,0.5407136857847081,0,0,874,0,323,551
Watchlist ETFs & crypto,initial_trailing-e20-x20-i2-t4,short,21,21,0,1,0,-0.06488361487224592,-0.5275087360805324,-0.4379173455466745,0,0,801,0,450,351
Watchlist ETFs & crypto,initial_trailing-e20-x20-i3-t3,both,21,21,5,7,5,-0.04008388442304256,-0.4910353593991106,-0.3648921095499029,0,0,1902,0,35,1867
Watchlist ETFs & crypto,initial_trailing-e20-x20-i3-t3,long,21,21,21,21,18,0.041334042152055384,-0.22281818217320026,0.48728104664934047,0,0,1031,0,5,1026
Watchlist ETFs & crypto,initial_trailing-e20-x20-i3-t3,short,21,21,0,0,0,-0.05971056735201574,-0.514111404989182,-0.5059414398730513,0,0,873,0,30,843
Watchlist ETFs & crypto,initial_trailing-e20-x20-i3-t4,both,21,21,4,10,5,-0.02409786804771863,-0.5064000110462634,-0.2437803995404737,0,0,1497,0,307,1190
Watchlist ETFs & crypto,initial_trailing-e20-x20-i3-t4,long,21,21,21,21,21,0.04694018660163257,-0.26956754742194144,0.5977124319507321,0,0,790,0,110,680
Watchlist ETFs & crypto,initial_trailing-e20-x20-i3-t4,short,21,21,0,0,0,-0.07848470107160255,-0.5749650470985195,-0.494382452676444,0,0,747,0,200,547
Watchlist ETFs & crypto,initial_trailing-e55-x20-i2-t3,both,21,21,2,6,4,-0.02279798210434225,-0.4074503482269065,-0.21202893994595606,0,0,1220,0,349,871
Watchlist ETFs & crypto,initial_trailing-e55-x20-i2-t3,long,21,21,17,19,17,0.012663879279556811,-0.23360249072503603,0.11715256253739037,0,0,813,0,202,611
Watchlist ETFs & crypto,initial_trailing-e55-x20-i2-t3,short,21,21,1,1,1,-0.03225657089449918,-0.39161403982728327,-0.29241176684737324,0,0,407,0,147,260
Watchlist ETFs & crypto,initial_trailing-e55-x20-i2-t4,both,21,21,7,9,8,-0.013605433094766473,-0.40909685539777885,-0.18976330138313435,0,0,1020,0,447,573
Watchlist ETFs & crypto,initial_trailing-e55-x20-i2-t4,long,21,21,17,19,18,0.021593301467021542,-0.2412990199755154,0.16406317083252553,0,0,651,0,241,410
Watchlist ETFs & crypto,initial_trailing-e55-x20-i2-t4,short,21,21,1,3,1,-0.03812024783369172,-0.4154396964444853,-0.32571610060601786,0,0,369,0,206,163
Watchlist ETFs & crypto,initial_trailing-e55-x20-i3-t3,both,21,21,3,7,6,-0.018247315232966854,-0.42588743482651126,-0.22432892060397902,0,0,1171,0,18,1153
Watchlist ETFs & crypto,initial_trailing-e55-x20-i3-t3,long,21,21,18,19,18,0.01895778257068592,-0.2212021440078511,0.24403285038876166,0,0,773,0,4,769
Watchlist ETFs & crypto,initial_trailing-e55-x20-i3-t3,short,21,21,1,2,1,-0.039916087910555564,-0.39758098336611314,-0.35482172662609124,0,0,398,0,14,384
Watchlist ETFs & crypto,initial_trailing-e55-x20-i3-t4,both,21,21,8,9,8,-0.017991473510703737,-0.43623525036789434,-0.21838773153763058,0,0,929,0,189,740
Watchlist ETFs & crypto,initial_trailing-e55-x20-i3-t4,long,21,21,18,19,18,0.04092696354011305,-0.23892197639358514,0.33066715764362753,0,0,590,0,86,504
Watchlist ETFs & crypto,initial_trailing-e55-x20-i3-t4,short,21,21,1,1,1,-0.044017276151046114,-0.44806238263357234,-0.3578571608188026,0,0,339,0,103,236
Watchlist ETFs & crypto,initial_trailing-e200-x20-i2-t3,both,21,21,8,13,8,-0.004276383541985229,-0.28929185136551916,-0.0412923905582524,0,0,726,0,202,524
Watchlist ETFs & crypto,initial_trailing-e200-x20-i2-t3,long,21,21,12,16,12,0.007743335383322503,-0.17007440744359426,0.07885432474198928,0,0,587,0,159,428
Watchlist ETFs & crypto,initial_trailing-e200-x20-i2-t3,short,21,21,4,5,4,-0.009168360017011934,-0.23612783922480052,-0.08664556479107344,2,0,139,0,43,96
