scope,scenario,period,cost,assets,median_cagr,median_drawdown,positive,median_net,thin,short_history,failures
Priority assets,e20-x55-s0,validation,double,60,0.058443604923413606,-0.3257357524959307,47,0.428287532014171,6,2,0
Priority assets,e20-x55-s0,validation,gross,60,0.06937887977325374,-0.30830329632249454,50,0.5371968657401315,6,2,0
Priority assets,e20-x55-s2,full,normal,60,0.06430970535730496,-0.32343148844715525,57,0.6153653844722422,2,0,0
Priority assets,e20-x55-s2,full,double,60,0.04924409156390386,-0.3366603375230066,52,0.5263415769369074,2,0,0
Priority assets,e20-x55-s2,full,gross,60,0.07439117801786455,-0.30492439324733633,57,0.7579550143037693,2,0,0
Priority assets,e20-x55-s2,validation,normal,60,0.05781235152466979,-0.3011368648709867,49,0.35935234383770787,3,2,0
Priority assets,e20-x55-s2,validation,double,60,0.04827148184306107,-0.30688026670549956,48,0.30346083132750323,3,2,0
Priority assets,e20-x55-s2,validation,gross,60,0.06582796659492252,-0.2846821403556689,54,0.4212035557626458,3,2,0
Priority assets,e20-x55-s3,full,normal,60,0.0723041390615663,-0.3235147219020639,59,1.031454963195328,2,0,0
Priority assets,e20-x55-s3,full,double,60,0.06581162288363862,-0.3384457812236548,58,0.9388139392777577,2,0,0
Priority assets,e20-x55-s3,full,gross,60,0.08281506952281659,-0.30766537958832646,60,1.1440116271407956,2,0,0
Priority assets,e20-x55-s3,validation,normal,60,0.06343281533009437,-0.3086918500805509,53,0.4464046083024712,5,2,0
Priority assets,e20-x55-s3,validation,double,60,0.04891685234996335,-0.31841985690944763,49,0.36729230408676217,5,2,0
Priority assets,e20-x55-s3,validation,gross,60,0.0735335600492737,-0.2988605105051363,56,0.5225596821175404,5,2,0
Priority assets,e20-x70-s0,full,normal,60,0.07566975370722884,-0.34784261163065366,60,1.06728183161924,2,0,0
Priority assets,e20-x70-s0,full,double,60,0.07163881349355139,-0.3563956633868259,60,0.9821018377028842,2,0,0
Priority assets,e20-x70-s0,full,gross,60,0.07970305157688784,-0.33923072897729256,60,1.161286247053388,2,0,0
Priority assets,e20-x70-s0,validation,normal,60,0.06240475606595597,-0.34048371242301173,50,0.4496688290531379,6,2,0
Priority assets,e20-x70-s0,validation,double,60,0.05538077090295279,-0.3512612617042398,48,0.4013815945127316,6,2,0
Priority assets,e20-x70-s0,validation,gross,60,0.06750328118560145,-0.3282301510775147,53,0.4997659526680074,6,2,0
Priority assets,e20-x70-s2,full,normal,60,0.058186028261762,-0.32647300827147296,58,0.8283074816090313,2,0,0
Priority assets,e20-x70-s2,full,double,60,0.05246256793386839,-0.33671707187111355,56,0.7256742594994238,2,0,0
Priority assets,e20-x70-s2,full,gross,60,0.06928921478119665,-0.3162135766312553,58,0.9367280027207702,2,0,0
Priority assets,e20-x70-s2,validation,normal,60,0.06805578085487629,-0.3237221759082987,50,0.4636059074146466,4,2,0
Priority assets,e20-x70-s2,validation,double,60,0.06141521960968244,-0.33399039211859616,48,0.4105623316859358,4,2,0
Priority assets,e20-x70-s2,validation,gross,60,0.07471251838460702,-0.3079619667918192,54,0.5268457664270639,4,2,0
Priority assets,e20-x70-s3,full,normal,60,0.07208286023684807,-0.3401395333554538,60,1.076583951498978,2,0,0
Priority assets,e20-x70-s3,full,double,60,0.06537541187293217,-0.35298010802662416,60,0.9347649095025569,2,0,0
Priority assets,e20-x70-s3,full,gross,60,0.07715532785487911,-0.32144593035310726,60,1.2024747311463793,2,0,0
Priority assets,e20-x70-s3,validation,normal,60,0.06928712629140255,-0.3168334814021973,53,0.5639529559186951,6,2,0
Priority assets,e20-x70-s3,validation,double,60,0.06381441684314226,-0.3248679261860005,50,0.5113138647149694,6,2,0
Priority assets,e20-x70-s3,validation,gross,60,0.08022308314375981,-0.30839318495525725,56,0.621711654019136,6,2,0
Priority assets,e25-x40-s0,full,normal,60,0.05259913611967726,-0.3143349166315008,58,0.6972111843469647,2,0,0
Priority assets,e25-x40-s0,full,double,60,0.04535968784469424,-0.3264017375752494,57,0.6051799829546907,2,0,0
Priority assets,e25-x40-s0,full,gross,60,0.05803896784824414,-0.303122377243161,59,0.7934037345824663,2,0,0
Priority assets,e25-x40-s0,validation,normal,60,0.0422602795000131,-0.3105759024261842,49,0.30750352805866765,4,2,0
Priority assets,e25-x40-s0,validation,double,60,0.035759199384928775,-0.32106518014623553,47,0.25908920762015974,4,2,0
Priority assets,e25-x40-s0,validation,gross,60,0.046630584206063475,-0.30103126229343125,49,0.3554106107776497,4,2,0
Priority assets,e25-x40-s2,full,normal,60,0.03373334219079316,-0.3207742103677766,54,0.425344480472973,2,0,0
Priority assets,e25-x40-s2,full,double,60,0.027935286985076746,-0.33657285930861564,49,0.3417065878095087,2,0,0
Priority assets,e25-x40-s2,full,gross,60,0.03955334150021661,-0.3013880797395732,56,0.5147705997510086,2,0,0
Priority assets,e25-x40-s2,validation,normal,60,0.030456438698649113,-0.3129984117466521,42,0.1962814507964552,2,2,0
Priority assets,e25-x40-s2,validation,double,60,0.02795575720507204,-0.33189013375645227,39,0.17100420061082877,2,2,0
Priority assets,e25-x40-s2,validation,gross,60,0.03420971311627574,-0.29052914993121454,48,0.2305013236231127,2,2,0
Priority assets,e25-x40-s3,full,normal,60,0.047610161412214747,-0.30383846990105234,58,0.5268660728347141,2,0,0
Priority assets,e25-x40-s3,full,double,60,0.0339861910269067,-0.31500094755860586,57,0.4283147549287226,2,0,0
Priority assets,e25-x40-s3,full,gross,60,0.05360086052124868,-0.29253296683979335,58,0.6319999976842401,2,0,0
Priority assets,e25-x40-s3,validation,normal,60,0.03600527433824907,-0.29800117973483736,49,0.255255030232574,2,2,0
Priority assets,e25-x40-s3,validation,double,60,0.02997760658660875,-0.3084544742238196,44,0.20508690425163023,2,2,0
Priority assets,e25-x40-s3,validation,gross,60,0.04509687566675258,-0.2874281412230042,52,0.31569350014826125,2,2,0
Priority assets,e25-x55-s0,full,normal,60,0.06459266298781774,-0.32139376167066,57,0.949720279344869,2,0,0
